"Statistic Label","CensusYear","County","Sex","UNIT","VALUE"
"Population at Each Census","2016","Tipperary","Both sexes","Number","159553"
"Population at Each Census","2016","Tipperary","Male","Number","79668"
"Population at Each Census","2016","Tipperary","Female","Number","79885"
"Population at Each Census","2016","Waterford","Both sexes","Number","116176"
"Population at Each Census","2016","Waterford","Male","Number","57651"
"Population at Each Census","2016","Waterford","Female","Number","58525"
"Population at Each Census","2016","Galway","Both sexes","Number","258058"
"Population at Each Census","2016","Galway","Male","Number","127663"
"Population at Each Census","2016","Galway","Female","Number","130395"
"Population at Each Census","2016","Leitrim","Both sexes","Number","32044"
"Population at Each Census","2016","Leitrim","Male","Number","16064"
"Population at Each Census","2016","Leitrim","Female","Number","15980"
"Population at Each Census","2016","Mayo","Both sexes","Number","130507"
"Population at Each Census","2016","Mayo","Male","Number","65047"
"Population at Each Census","2016","Mayo","Female","Number","65460"
"Population at Each Census","2016","Roscommon","Both sexes","Number","64544"
"Population at Each Census","2016","Roscommon","Male","Number","32377"
"Population at Each Census","2016","Roscommon","Female","Number","32167"
"Population at Each Census","2016","Sligo","Both sexes","Number","65535"
"Population at Each Census","2016","Sligo","Male","Number","32365"
"Population at Each Census","2016","Sligo","Female","Number","33170"
"Population at Each Census","2016","Cavan","Both sexes","Number","76176"
"Population at Each Census","2016","Cavan","Male","Number","38330"
"Population at Each Census","2016","Cavan","Female","Number","37846"
"Population at Each Census","2016","Donegal","Both sexes","Number","159192"
"Population at Each Census","2016","Donegal","Male","Number","79022"
"Population at Each Census","2016","Donegal","Female","Number","80170"
"Population at Each Census","2016","Monaghan","Both sexes","Number","61386"
"Population at Each Census","2016","Monaghan","Male","Number","30866"
"Population at Each Census","2016","Monaghan","Female","Number","30520"
"Population at Each Census","2022","State","Both sexes","Number","5149139"
"Population at Each Census","2022","State","Male","Number","2544549"
"Population at Each Census","2022","State","Female","Number","2604590"
"Population at Each Census","2022","Carlow","Both sexes","Number","61968"
"Population at Each Census","2022","Carlow","Male","Number","30822"
"Population at Each Census","2022","Carlow","Female","Number","31146"
"Population at Each Census","2022","Dublin","Both sexes","Number","1458154"
"Population at Each Census","2022","Dublin","Male","Number","713606"
"Population at Each Census","2022","Dublin","Female","Number","744548"
"Population at Each Census","2022","Kildare","Both sexes","Number","247774"
"Population at Each Census","2022","Kildare","Male","Number","123264"
"Population at Each Census","2022","Kildare","Female","Number","124510"
"Population at Each Census","2022","Kilkenny","Both sexes","Number","104160"
"Population at Each Census","2022","Kilkenny","Male","Number","51883"
"Population at Each Census","2022","Kilkenny","Female","Number","52277"
"Population at Each Census","2022","Laois","Both sexes","Number","91877"
"Population at Each Census","2022","Laois","Male","Number","46278"
"Population at Each Census","2022","Laois","Female","Number","45599"
"Population at Each Census","2022","Longford","Both sexes","Number","46751"
"Population at Each Census","2022","Longford","Male","Number","23449"
"Population at Each Census","2022","Longford","Female","Number","23302"
"Population at Each Census","2022","Louth","Both sexes","Number","139703"
"Population at Each Census","2022","Louth","Male","Number","68907"
"Population at Each Census","2022","Louth","Female","Number","70796"
"Population at Each Census","2022","Meath","Both sexes","Number","220826"
"Population at Each Census","2022","Meath","Male","Number","109988"
"Population at Each Census","2022","Meath","Female","Number","110838"
"Population at Each Census","2022","Offaly","Both sexes","Number","83150"
"Population at Each Census","2022","Offaly","Male","Number","41628"
"Population at Each Census","2022","Offaly","Female","Number","41522"
"Population at Each Census","2022","Westmeath","Both sexes","Number","96221"
"Population at Each Census","2022","Westmeath","Male","Number","47721"
"Population at Each Census","2022","Westmeath","Female","Number","48500"
"Population at Each Census","2022","Wexford","Both sexes","Number","163919"
"Population at Each Census","2022","Wexford","Male","Number","80777"
"Population at Each Census","2022","Wexford","Female","Number","83142"
"Population at Each Census","2022","Wicklow","Both sexes","Number","155851"
"Population at Each Census","2022","Wicklow","Male","Number","76564"
"Population at Each Census","2022","Wicklow","Female","Number","79287"
"Population at Each Census","2022","Clare","Both sexes","Number","127938"
"Population at Each Census","2022","Clare","Male","Number","62917"
"Population at Each Census","2022","Clare","Female","Number","65021"
"Population at Each Census","2022","Cork","Both sexes","Number","584156"
"Population at Each Census","2022","Cork","Male","Number","288845"
"Population at Each Census","2022","Cork","Female","Number","295311"
"Population at Each Census","2022","Kerry","Both sexes","Number","156458"
"Population at Each Census","2022","Kerry","Male","Number","77387"
"Population at Each Census","2022","Kerry","Female","Number","79071"
"Population at Each Census","2022","Limerick","Both sexes","Number","209536"
"Population at Each Census","2022","Limerick","Male","Number","104452"
"Population at Each Census","2022","Limerick","Female","Number","105084"
"Population at Each Census","2022","Tipperary","Both sexes","Number","167895"
"Population at Each Census","2022","Tipperary","Male","Number","83639"
"Population at Each Census","2022","Tipperary","Female","Number","84256"
"Population at Each Census","2022","Waterford","Both sexes","Number","127363"
"Population at Each Census","2022","Waterford","Male","Number","63095"
"Population at Each Census","2022","Waterford","Female","Number","64268"
"Population at Each Census","2022","Galway","Both sexes","Number","277737"
"Population at Each Census","2022","Galway","Male","Number","136934"
"Population at Each Census","2022","Galway","Female","Number","140803"
"Population at Each Census","2022","Leitrim","Both sexes","Number","35199"
"Population at Each Census","2022","Leitrim","Male","Number","17553"
"Population at Each Census","2022","Leitrim","Female","Number","17646"
"Population at Each Census","2022","Mayo","Both sexes","Number","137970"
"Population at Each Census","2022","Mayo","Male","Number","68392"
"Population at Each Census","2022","Mayo","Female","Number","69578"
"Population at Each Census","2022","Roscommon","Both sexes","Number","70259"
"Population at Each Census","2022","Roscommon","Male","Number","35170"
"Population at Each Census","2022","Roscommon","Female","Number","35089"
"Population at Each Census","2022","Sligo","Both sexes","Number","70198"
"Population at Each Census","2022","Sligo","Male","Number","34529"
"Population at Each Census","2022","Sligo","Female","Number","35669"
"Population at Each Census","2022","Cavan","Both sexes","Number","81704"
"Population at Each Census","2022","Cavan","Male","Number","41060"
"Population at Each Census","2022","Cavan","Female","Number","40644"
"Population at Each Census","2022","Donegal","Both sexes","Number","167084"
"Population at Each Census","2022","Donegal","Male","Number","82795"
"Population at Each Census","2022","Donegal","Female","Number","84289"
"Population at Each Census","2022","Monaghan","Both sexes","Number","65288"
"Population at Each Census","2022","Monaghan","Male","Number","32894"
"Population at Each Census","2022","Monaghan","Female","Number","32394"
